sample_id,image_name,image_type,species,leaf_condition,leaf_count,plant_strength,disease_visible,flower_condition,suitability_label,image_path
id11,20260328_101842_HDR.jpg,plant,vanda,moderate,many,moderate,yes,moderate,Moderate,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101842_HDR.jpg
id11,20260328_101854_HDR.jpg,plant,vanda,moderate,many,moderate,yes,moderate,Moderate,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101854_HDR.jpg
id11,20260328_101857_HDR.jpg,plant,vanda,moderate,many,moderate,yes,moderate,Moderate,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101857_HDR.jpg
id11,20260328_101902_HDR.jpg,plant,vanda,moderate,many,moderate,yes,moderate,Moderate,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101902_HDR.jpg
id11,20260328_101907_HDR.jpg,plant,vanda,moderate,many,moderate,yes,moderate,Moderate,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101907_HDR.jpg
id12,20260328_101924_HDR.jpg,plant,vanda,weak,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101924_HDR.jpg
id12,20260328_101927_HDR.jpg,plant,vanda,weak,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101927_HDR.jpg
id12,20260328_101939_HDR.jpg,plant,vanda,weak,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_101939_HDR.jpg
id13,20260328_102209.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102209.jpg
id13,20260328_102214.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102214.jpg
id13,20260328_102218.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102218.jpg
id13,20260328_102222.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102222.jpg
id13,20260328_102223.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102223.jpg
id13,20260328_102233.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102233.jpg
id13,20260328_102243.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102243.jpg
id14,20260328_102251.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102251.jpg
id14,20260328_102254.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102254.jpg
id14,20260328_102257.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102257.jpg
id14,20260328_102307.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102307.jpg
id14,20260328_102311.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102311.jpg
id14,20260328_102316.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102316.jpg
id14,20260328_102322.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102322.jpg
id14,20260328_102329.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102329.jpg
id14,20260328_102354.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102354.jpg
id14,20260328_102357.jpg,plant,vanda,weak,many,weak,yes,weak,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102357.jpg
id15,20260328_102959_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_102959_HDR.jpg
id15,20260328_103001_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103001_HDR.jpg
id15,20260328_103003_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103003_HDR.jpg
id15,20260328_103005_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103005_HDR.jpg
id15,20260328_103007_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103007_HDR.jpg
id15,20260328_103014_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103014_HDR.jpg
id15,20260328_103016_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103016_HDR.jpg
id15,20260328_103022_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103022_HDR.jpg
id15,20260328_103024_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103024_HDR.jpg
id15,20260328_103035_HDR.jpg,plant,vanda,healthy,many,strong,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103035_HDR.jpg
id16,20260328_103202_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103202_HDR.jpg
id16,20260328_103204_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103204_HDR.jpg
id16,20260328_103206_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103206_HDR.jpg
id16,20260328_103208_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103208_HDR.jpg
id16,20260328_103237_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103237_HDR.jpg
id16,20260328_103239_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103239_HDR.jpg
id16,20260328_103241_HDR.jpg,plant,vanda,weak,many,weak,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103241_HDR.jpg
id17,20260328_103614_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103614_HDR.jpg
id17,20260328_103623_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103623_HDR.jpg
id17,20260328_103626_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103626_HDR.jpg
id17,20260328_103629_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103629_HDR.jpg
id17,20260328_103631_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103631_HDR.jpg
id17,20260328_103635_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103635_HDR.jpg
id17,20260328_103638_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103638_HDR.jpg
id17,20260328_103641_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103641_HDR.jpg
id17,20260328_103645_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103645_HDR.jpg
id17,20260328_103650_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103650_HDR.jpg
id17,20260328_103653_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103653_HDR.jpg
id17,20260328_103658_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103658_HDR.jpg
id17,20260328_103704_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103704_HDR.jpg
id17,20260328_103707_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103707_HDR.jpg
id17,20260328_103712_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103712_HDR.jpg
id18,20260328_103724.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103724.jpg
id18,20260328_103728_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103728_HDR.jpg
id18,20260328_103730_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103730_HDR.jpg
id18,20260328_103733_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103733_HDR.jpg
id18,20260328_103734.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103734.jpg
id18,20260328_103738_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103738_HDR.jpg
id18,20260328_103741_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103741_HDR.jpg
id18,20260328_103745_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103745_HDR.jpg
id18,20260328_103749_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103749_HDR.jpg
id18,20260328_103752.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103752.jpg
id19,20260328_103809.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103809.jpg
id19,20260328_103824_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103824_HDR.jpg
id19,20260328_103827_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103827_HDR.jpg
id19,20260328_103831_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103831_HDR.jpg
id19,20260328_103834_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103834_HDR.jpg
id19,20260328_103839_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103839_HDR.jpg
id19,20260328_103844_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103844_HDR.jpg
id19,20260328_103847_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103847_HDR.jpg
id19,20260328_103851_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103851_HDR.jpg
id19,20260328_103857_HDR.jpg,plant,vanda,healthy,many,strong,no,good,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103857_HDR.jpg
id20,20260328_103909.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103909.jpg
id20,20260328_103913.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103913.jpg
id20,20260328_103916_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103916_HDR.jpg
id20,20260328_103918.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103918.jpg
id20,20260328_103920.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103920.jpg
id20,20260328_103924.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103924.jpg
id20,20260328_103926.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103926.jpg
id20,20260328_103928.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103928.jpg
id20,20260328_103930.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103930.jpg
id20,20260328_103933.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103933.jpg
id20,20260328_103935.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103935.jpg
id20,20260328_103938.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103938.jpg
id20,20260328_103940.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103940.jpg
id20,20260328_103944.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103944.jpg
id20,20260328_103947.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103947.jpg
id20,20260328_103951.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_103951.jpg
id20,20260328_104001_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104001_HDR.jpg
id20,20260328_104003_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104003_HDR.jpg
id20,20260328_104006_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104006_HDR.jpg
id20,20260328_104010_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104010_HDR.jpg
id20,20260328_104021_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104021_HDR.jpg
id20,20260328_104025_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104025_HDR.jpg
id20,20260328_104029_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104029_HDR.jpg
id20,20260328_104032_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104032_HDR.jpg
id20,20260328_104035_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104035_HDR.jpg
id20,20260328_104038_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104038_HDR.jpg
id20,20260328_104041_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104041_HDR.jpg
id20,20260328_104046_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104046_HDR.jpg
id20,20260328_104048_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104048_HDR.jpg
id20,20260328_104051_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104051_HDR.jpg
id20,20260328_104056_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104056_HDR.jpg
id20,20260328_104059_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104059_HDR.jpg
id20,20260328_104113_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104113_HDR.jpg
id20,20260328_104115_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104115_HDR.jpg
id20,20260328_104117_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104117_HDR.jpg
id20,20260328_104119.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104119.jpg
id20,20260328_104122.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104122.jpg
id20,20260328_104124.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104124.jpg
id20,20260328_104130_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104130_HDR.jpg
id20,20260328_104135.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104135.jpg
id20,20260328_104139_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104139_HDR.jpg
id20,20260328_104142_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104142_HDR.jpg
id20,20260328_104145_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104145_HDR.jpg
id20,20260328_104149_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104149_HDR.jpg
id20,20260328_104158_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104158_HDR.jpg
id20,20260328_104200_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104200_HDR.jpg
id20,20260328_104205_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104205_HDR.jpg
id20,20260328_104208_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104208_HDR.jpg
id20,20260328_104211_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104211_HDR.jpg
id20,20260328_104214_HDR.jpg,plant,vanda,moderate,many,moderate,no,unknown,Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104214_HDR.jpg
id21,20260328_104226_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104226_HDR.jpg
id21,20260328_104229_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104229_HDR.jpg
id21,20260328_104233_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104233_HDR.jpg
id21,20260328_104236_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104236_HDR.jpg
id21,20260328_104239_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104239_HDR.jpg
id21,20260328_104242_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104242_HDR.jpg
id21,20260328_104246_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104246_HDR.jpg
id21,20260328_104249_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104249_HDR.jpg
id21,20260328_104252_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104252_HDR.jpg
id21,20260328_104257_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104257_HDR.jpg
id21,20260328_104300_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104300_HDR.jpg
id21,20260328_104333_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104333_HDR.jpg
id21,20260328_104336_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104336_HDR.jpg
id21,20260328_104340_HDR.jpg,plant,vanda,moderate,many,moderate,yes,unknown,Not Suitable,C:\R26-SE-018\R26-SE-018\ml-models\hybrid_pollination\data\images\plants\20260328_104340_HDR.jpg
