class,filename,image_path
wilting,20260328_1056_wilting_3_rot45.jpg,data/raw/wilting/20260328_1056_wilting_3_rot45.jpg
pre_bloom,20260712_0854_pre_bloom_3.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_3.jpg
seed_formation,20260715_1602_seed_formation_134_cdown.jpg,data/raw/seed_formation/20260715_1602_seed_formation_134_cdown.jpg
pre_bloom,20260722_1743_pre_bloom_21_rot60.jpg,data/raw/pre_bloom/20260722_1743_pre_bloom_21_rot60.jpg
budding,20260328_1122_budding_204_cup.jpg,data/raw/budding/20260328_1122_budding_204_cup.jpg
pre_bloom,flowerin_0000_pre_bloom_83_bdown.jpg,data/raw/pre_bloom/flowerin_0000_pre_bloom_83_bdown.jpg
vegetative,20260328_1015_vegetative_13_rot45.jpg,data/raw/vegetative/20260328_1015_vegetative_13_rot45.jpg
pre_bloom,20260727_1555_pre_bloom_38_bdown.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_38_bdown.jpg
wilting,20260824_1708_wilting_78_sup.jpg,data/raw/wilting/20260824_1708_wilting_78_sup.jpg
budding,20260328_1005_budding_33_cdown.jpg,data/raw/budding/20260328_1005_budding_33_cdown.jpg
seed_formation,20260722_1745_seed_formation_13_cdown.jpg,data/raw/seed_formation/20260722_1745_seed_formation_13_cdown.jpg
seed_formation,20260328_1023_seed_formation_73.jpg,data/raw/seed_formation/20260328_1023_seed_formation_73.jpg
vegetative,20260328_1030_vegetative_22_bdown.jpg,data/raw/vegetative/20260328_1030_vegetative_22_bdown.jpg
budding,20260328_1005_budding_66_sdown.jpg,data/raw/budding/20260328_1005_budding_66_sdown.jpg
seed_formation,20260328_1007_seed_formation_5_sdown.jpg,data/raw/seed_formation/20260328_1007_seed_formation_5_sdown.jpg
full_bloom,20260328_1110_full_bloom_116_bup.jpg,data/raw/full_bloom/20260328_1110_full_bloom_116_bup.jpg
wilting,20260824_1708_wilting_71_sup.jpg,data/raw/wilting/20260824_1708_wilting_71_sup.jpg
budding,20260328_1005_budding_32_sdown.jpg,data/raw/budding/20260328_1005_budding_32_sdown.jpg
budding,20260328_1122_budding_213_cdown.jpg,data/raw/budding/20260328_1122_budding_213_cdown.jpg
seed_formation,20260328_1008_seed_formation_17_bdown.jpg,data/raw/seed_formation/20260328_1008_seed_formation_17_bdown.jpg
budding,20260328_1055_budding_144_rot60.jpg,data/raw/budding/20260328_1055_budding_144_rot60.jpg
full_bloom,flowerin_0000_full_bloom_147_rot45.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_147_rot45.jpg
full_bloom,bloom4.p_0000_full_bloom_146_sup.jpg,data/raw/full_bloom/bloom4.p_0000_full_bloom_146_sup.jpg
seed_formation,20260715_1554_seed_formation_127.jpg,data/raw/seed_formation/20260715_1554_seed_formation_127.jpg
seed_formation,20260715_1554_seed_formation_129_sup.jpg,data/raw/seed_formation/20260715_1554_seed_formation_129_sup.jpg
budding,20260328_1010_budding_80_rot45.jpg,data/raw/budding/20260328_1010_budding_80_rot45.jpg
full_bloom,20260328_1053_full_bloom_80_rot30.jpg,data/raw/full_bloom/20260328_1053_full_bloom_80_rot30.jpg
seed_formation,20260328_1007_seed_formation_4_rot60.jpg,data/raw/seed_formation/20260328_1007_seed_formation_4_rot60.jpg
budding,20260328_1005_budding_5_cup.jpg,data/raw/budding/20260328_1005_budding_5_cup.jpg
seed_formation,20260727_1733_seed_formation_172_rot60.jpg,data/raw/seed_formation/20260727_1733_seed_formation_172_rot60.jpg
budding,20260328_1110_budding_166_sup.jpg,data/raw/budding/20260328_1110_budding_166_sup.jpg
vegetative,20260712_0838_vegetative_103_cup.jpg,data/raw/vegetative/20260712_0838_vegetative_103_cup.jpg
seed_formation,20260722_1745_seed_formation_157_bup.jpg,data/raw/seed_formation/20260722_1745_seed_formation_157_bup.jpg
budding,20260328_1123_budding_219_rot60.jpg,data/raw/budding/20260328_1123_budding_219_rot60.jpg
seed_formation,20260328_1041_seed_formation_113.jpg,data/raw/seed_formation/20260328_1041_seed_formation_113.jpg
budding,20260328_1121_budding_198.jpg,data/raw/budding/20260328_1121_budding_198.jpg
seed_formation,20260328_1006_seed_formation_3_sdown.jpg,data/raw/seed_formation/20260328_1006_seed_formation_3_sdown.jpg
vegetative,20260328_1030_vegetative_28_rot60.jpg,data/raw/vegetative/20260328_1030_vegetative_28_rot60.jpg
vegetative,20260328_1015_vegetative_12_cdown.jpg,data/raw/vegetative/20260328_1015_vegetative_12_cdown.jpg
vegetative,20260328_1046_vegetative_58_rot60.jpg,data/raw/vegetative/20260328_1046_vegetative_58_rot60.jpg
pre_bloom,20260811_1640_pre_bloom_121_bup.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_121_bup.jpg
full_bloom,20260715_1556_full_bloom_8.jpg,data/raw/full_bloom/20260715_1556_full_bloom_8.jpg
full_bloom,20260328_1109_full_bloom_111_rot45.jpg,data/raw/full_bloom/20260328_1109_full_bloom_111_rot45.jpg
seed_formation,20260328_1023_seed_formation_71_rot60.jpg,data/raw/seed_formation/20260328_1023_seed_formation_71_rot60.jpg
vegetative,20260712_0901_vegetative_128_rot30.jpg,data/raw/vegetative/20260712_0901_vegetative_128_rot30.jpg
wilting,20260824_1705_wilting_41_bdown.jpg,data/raw/wilting/20260824_1705_wilting_41_bdown.jpg
seed_formation,20260731_1719_seed_formation_183_rot60.jpg,data/raw/seed_formation/20260731_1719_seed_formation_183_rot60.jpg
pre_bloom,20260328_1108_pre_bloom_53_rot45.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_53_rot45.jpg
full_bloom,flowerin_0000_full_bloom_152.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_152.jpg
wilting,20260814_1637_wilting_13_rot30.jpg,data/raw/wilting/20260814_1637_wilting_13_rot30.jpg
wilting,20260814_1646_wilting_41_cdown.jpg,data/raw/wilting/20260814_1646_wilting_41_cdown.jpg
wilting,20260814_1637_wilting_28_rot60.jpg,data/raw/wilting/20260814_1637_wilting_28_rot60.jpg
vegetative,vegetati_0000_vegetative_174_cdown.jpg,data/raw/vegetative/vegetati_0000_vegetative_174_cdown.jpg
full_bloom,20260328_1054_full_bloom_86_rot30.jpg,data/raw/full_bloom/20260328_1054_full_bloom_86_rot30.jpg
full_bloom,20260328_1051_full_bloom_48_cup.jpg,data/raw/full_bloom/20260328_1051_full_bloom_48_cup.jpg
full_bloom,20260722_1804_full_bloom_30_cup.jpg,data/raw/full_bloom/20260722_1804_full_bloom_30_cup.jpg
seed_formation,20260328_1041_seed_formation_116_cdown.jpg,data/raw/seed_formation/20260328_1041_seed_formation_116_cdown.jpg
wilting,20260819_1718_wilting_38_sup.jpg,data/raw/wilting/20260819_1718_wilting_38_sup.jpg
seed_formation,20260328_1020_seed_formation_43_bup.jpg,data/raw/seed_formation/20260328_1020_seed_formation_43_bup.jpg
budding,20260328_1005_budding_45_sdown.jpg,data/raw/budding/20260328_1005_budding_45_sdown.jpg
pre_bloom,20260328_1005_pre_bloom_8_rot45.jpg,data/raw/pre_bloom/20260328_1005_pre_bloom_8_rot45.jpg
full_bloom,20260328_1054_full_bloom_90_sup.jpg,data/raw/full_bloom/20260328_1054_full_bloom_90_sup.jpg
budding,20260328_1122_budding_212_sup.jpg,data/raw/budding/20260328_1122_budding_212_sup.jpg
wilting,20260814_1646_wilting_35_bup.jpg,data/raw/wilting/20260814_1646_wilting_35_bup.jpg
budding,20260328_1011_budding_94_cup.jpg,data/raw/budding/20260328_1011_budding_94_cup.jpg
full_bloom,20260727_1722_full_bloom_58_rot30.jpg,data/raw/full_bloom/20260727_1722_full_bloom_58_rot30.jpg
full_bloom,20260328_1110_full_bloom_117_cdown.jpg,data/raw/full_bloom/20260328_1110_full_bloom_117_cdown.jpg
pre_bloom,20260727_1737_pre_bloom_74.jpg,data/raw/pre_bloom/20260727_1737_pre_bloom_74.jpg
budding,20260328_1005_budding_13_rot45.jpg,data/raw/budding/20260328_1005_budding_13_rot45.jpg
full_bloom,20260722_1743_full_bloom_19_rot45.jpg,data/raw/full_bloom/20260722_1743_full_bloom_19_rot45.jpg
full_bloom,20260328_1100_full_bloom_98_cdown.jpg,data/raw/full_bloom/20260328_1100_full_bloom_98_cdown.jpg
pre_bloom,20260712_0854_pre_bloom_1_sdown.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_1_sdown.jpg
full_bloom,20260727_1722_full_bloom_66_cup.jpg,data/raw/full_bloom/20260727_1722_full_bloom_66_cup.jpg
budding,20260328_1005_budding_52_sup.jpg,data/raw/budding/20260328_1005_budding_52_sup.jpg
pre_bloom,20260328_1108_pre_bloom_48_sdown.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_48_sdown.jpg
full_bloom,20260722_1744_full_bloom_22_rot60.jpg,data/raw/full_bloom/20260722_1744_full_bloom_22_rot60.jpg
seed_formation,20260328_1020_seed_formation_42_rot45.jpg,data/raw/seed_formation/20260328_1020_seed_formation_42_rot45.jpg
full_bloom,20260328_1109_full_bloom_106_cdown.jpg,data/raw/full_bloom/20260328_1109_full_bloom_106_cdown.jpg
pre_bloom,20260722_1742_pre_bloom_17_cdown.jpg,data/raw/pre_bloom/20260722_1742_pre_bloom_17_cdown.jpg
seed_formation,20260328_1008_seed_formation_10_rot60.jpg,data/raw/seed_formation/20260328_1008_seed_formation_10_rot60.jpg
full_bloom,flowerin_0000_full_bloom_157_rot30.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_157_rot30.jpg
pre_bloom,20260811_1640_pre_bloom_124_cdown.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_124_cdown.jpg
seed_formation,20260328_1022_seed_formation_68_cup.jpg,data/raw/seed_formation/20260328_1022_seed_formation_68_cup.jpg
vegetative,20260804_1656_vegetative_156_bdown.jpg,data/raw/vegetative/20260804_1656_vegetative_156_bdown.jpg
wilting,20260814_1637_wilting_22_rot45.jpg,data/raw/wilting/20260814_1637_wilting_22_rot45.jpg
seed_formation,20260328_1020_seed_formation_40_bup.jpg,data/raw/seed_formation/20260328_1020_seed_formation_40_bup.jpg
seed_formation,20260328_1020_seed_formation_42_rot30.jpg,data/raw/seed_formation/20260328_1020_seed_formation_42_rot30.jpg
vegetative,20260328_1011_vegetative_8_cdown.jpg,data/raw/vegetative/20260328_1011_vegetative_8_cdown.jpg
budding,20260328_1005_budding_49.jpg,data/raw/budding/20260328_1005_budding_49.jpg
pre_bloom,20260328_1042_pre_bloom_26_sdown.jpg,data/raw/pre_bloom/20260328_1042_pre_bloom_26_sdown.jpg
full_bloom,20260727_1709_full_bloom_48_cup.jpg,data/raw/full_bloom/20260727_1709_full_bloom_48_cup.jpg
pre_bloom,20260722_1742_pre_bloom_16_rot45.jpg,data/raw/pre_bloom/20260722_1742_pre_bloom_16_rot45.jpg
seed_formation,20260328_1019_seed_formation_38_rot45.jpg,data/raw/seed_formation/20260328_1019_seed_formation_38_rot45.jpg
seed_formation,20260328_1009_seed_formation_29_sup.jpg,data/raw/seed_formation/20260328_1009_seed_formation_29_sup.jpg
pre_bloom,20260731_1658_pre_bloom_88_rot60.jpg,data/raw/pre_bloom/20260731_1658_pre_bloom_88_rot60.jpg
full_bloom,20260715_1557_full_bloom_14_cdown.jpg,data/raw/full_bloom/20260715_1557_full_bloom_14_cdown.jpg
full_bloom,20260328_1110_full_bloom_120_cup.jpg,data/raw/full_bloom/20260328_1110_full_bloom_120_cup.jpg
budding,20260328_1122_budding_212_bup.jpg,data/raw/budding/20260328_1122_budding_212_bup.jpg
budding,20260328_1005_budding_34_rot45.jpg,data/raw/budding/20260328_1005_budding_34_rot45.jpg
full_bloom,20260715_1557_full_bloom_15_rot60.jpg,data/raw/full_bloom/20260715_1557_full_bloom_15_rot60.jpg
budding,20260328_1005_budding_4.jpg,data/raw/budding/20260328_1005_budding_4.jpg
vegetative,20260328_1005_vegetative_4_bdown.jpg,data/raw/vegetative/20260328_1005_vegetative_4_bdown.jpg
pre_bloom,20260328_1108_pre_bloom_56_rot60.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_56_rot60.jpg
pre_bloom,20260712_0854_pre_bloom_4_cup.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_4_cup.jpg
budding,20260328_1059_budding_156_cdown.jpg,data/raw/budding/20260328_1059_budding_156_cdown.jpg
vegetative,20260328_1030_vegetative_28_sdown.jpg,data/raw/vegetative/20260328_1030_vegetative_28_sdown.jpg
budding,20260328_1005_budding_11_rot45.jpg,data/raw/budding/20260328_1005_budding_11_rot45.jpg
pre_bloom,20260727_1722_pre_bloom_59_rot45.jpg,data/raw/pre_bloom/20260727_1722_pre_bloom_59_rot45.jpg
full_bloom,20260328_1112_full_bloom_123_sup.jpg,data/raw/full_bloom/20260328_1112_full_bloom_123_sup.jpg
seed_formation,20260722_1754_seed_formation_159_cup.jpg,data/raw/seed_formation/20260722_1754_seed_formation_159_cup.jpg
full_bloom,20260328_1114_full_bloom_131_sup.jpg,data/raw/full_bloom/20260328_1114_full_bloom_131_sup.jpg
pre_bloom,20260726_1336_pre_bloom_30_cdown.jpg,data/raw/pre_bloom/20260726_1336_pre_bloom_30_cdown.jpg
full_bloom,20260328_1112_full_bloom_123_bdown.jpg,data/raw/full_bloom/20260328_1112_full_bloom_123_bdown.jpg
wilting,20260814_1636_wilting_16_bup.jpg,data/raw/wilting/20260814_1636_wilting_16_bup.jpg
full_bloom,20260328_1053_full_bloom_77_bup.jpg,data/raw/full_bloom/20260328_1053_full_bloom_77_bup.jpg
pre_bloom,20260726_1337_pre_bloom_33_cup.jpg,data/raw/pre_bloom/20260726_1337_pre_bloom_33_cup.jpg
wilting,20260814_1646_wilting_37_bdown.jpg,data/raw/wilting/20260814_1646_wilting_37_bdown.jpg
budding,20260328_1018_budding_128_bup.jpg,data/raw/budding/20260328_1018_budding_128_bup.jpg
wilting,20260819_1717_wilting_29_cup.jpg,data/raw/wilting/20260819_1717_wilting_29_cup.jpg
budding,20260328_1010_budding_85_sup.jpg,data/raw/budding/20260328_1010_budding_85_sup.jpg
vegetative,20260328_1002_vegetative_3_rot45.jpg,data/raw/vegetative/20260328_1002_vegetative_3_rot45.jpg
wilting,20260824_1705_wilting_42_cdown.jpg,data/raw/wilting/20260824_1705_wilting_42_cdown.jpg
full_bloom,20260715_1557_full_bloom_14_bup.jpg,data/raw/full_bloom/20260715_1557_full_bloom_14_bup.jpg
pre_bloom,20260811_1640_pre_bloom_116_rot30.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_116_rot30.jpg
pre_bloom,20260731_1709_pre_bloom_92_rot45.jpg,data/raw/pre_bloom/20260731_1709_pre_bloom_92_rot45.jpg
full_bloom,20260328_1059_full_bloom_93.jpg,data/raw/full_bloom/20260328_1059_full_bloom_93.jpg
pre_bloom,20260712_0854_pre_bloom_2_sup.jpg,data/raw/pre_bloom/20260712_0854_pre_bloom_2_sup.jpg
seed_formation,20260715_1554_seed_formation_127_rot45.jpg,data/raw/seed_formation/20260715_1554_seed_formation_127_rot45.jpg
seed_formation,20260328_1039_seed_formation_81_sdown.jpg,data/raw/seed_formation/20260328_1039_seed_formation_81_sdown.jpg
vegetative,20260328_1117_vegetative_76.jpg,data/raw/vegetative/20260328_1117_vegetative_76.jpg
wilting,20260824_1707_wilting_69_sup.jpg,data/raw/wilting/20260824_1707_wilting_69_sup.jpg
vegetative,20260328_1046_vegetative_66_rot60.jpg,data/raw/vegetative/20260328_1046_vegetative_66_rot60.jpg
pre_bloom,20260328_1108_pre_bloom_58_cup.jpg,data/raw/pre_bloom/20260328_1108_pre_bloom_58_cup.jpg
seed_formation,20260328_1008_seed_formation_16_rot60.jpg,data/raw/seed_formation/20260328_1008_seed_formation_16_rot60.jpg
wilting,20260814_1636_wilting_20_cdown.jpg,data/raw/wilting/20260814_1636_wilting_20_cdown.jpg
budding,20260328_1055_budding_137.jpg,data/raw/budding/20260328_1055_budding_137.jpg
wilting,20260819_1717_wilting_30_bdown.jpg,data/raw/wilting/20260819_1717_wilting_30_bdown.jpg
seed_formation,20260328_1007_seed_formation_6_bdown.jpg,data/raw/seed_formation/20260328_1007_seed_formation_6_bdown.jpg
pre_bloom,20260727_1555_pre_bloom_44_rot60.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_44_rot60.jpg
budding,20260328_1005_budding_39_sdown.jpg,data/raw/budding/20260328_1005_budding_39_sdown.jpg
wilting,20260814_1636_wilting_14_cup.jpg,data/raw/wilting/20260814_1636_wilting_14_cup.jpg
pre_bloom,20260722_1742_pre_bloom_15_sup.jpg,data/raw/pre_bloom/20260722_1742_pre_bloom_15_sup.jpg
seed_formation,20260328_1020_seed_formation_45_sup.jpg,data/raw/seed_formation/20260328_1020_seed_formation_45_sup.jpg
seed_formation,20260328_1019_seed_formation_34_sdown.jpg,data/raw/seed_formation/20260328_1019_seed_formation_34_sdown.jpg
seed_formation,20260328_1020_seed_formation_43_cup.jpg,data/raw/seed_formation/20260328_1020_seed_formation_43_cup.jpg
pre_bloom,20260811_1640_pre_bloom_116_sdown.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_116_sdown.jpg
seed_formation,20260328_1020_seed_formation_49_rot45.jpg,data/raw/seed_formation/20260328_1020_seed_formation_49_rot45.jpg
full_bloom,20260727_1724_full_bloom_70_rot60.jpg,data/raw/full_bloom/20260727_1724_full_bloom_70_rot60.jpg
full_bloom,20260328_1013_full_bloom_3_bdown.jpg,data/raw/full_bloom/20260328_1013_full_bloom_3_bdown.jpg
pre_bloom,20260727_1722_pre_bloom_58.jpg,data/raw/pre_bloom/20260727_1722_pre_bloom_58.jpg
budding,20260328_1122_budding_213_cup.jpg,data/raw/budding/20260328_1122_budding_213_cup.jpg
vegetative,20260328_1117_vegetative_79_cup.jpg,data/raw/vegetative/20260328_1117_vegetative_79_cup.jpg
pre_bloom,20260712_0913_pre_bloom_73_bup.jpg,data/raw/pre_bloom/20260712_0913_pre_bloom_73_bup.jpg
vegetative,20260328_1117_vegetative_87_rot30.jpg,data/raw/vegetative/20260328_1117_vegetative_87_rot30.jpg
budding,20260328_1005_budding_51_sup.jpg,data/raw/budding/20260328_1005_budding_51_sup.jpg
full_bloom,20260715_1556_full_bloom_9_sup.jpg,data/raw/full_bloom/20260715_1556_full_bloom_9_sup.jpg
full_bloom,20260715_1557_full_bloom_15_rot30.jpg,data/raw/full_bloom/20260715_1557_full_bloom_15_rot30.jpg
seed_formation,20260328_1023_seed_formation_73_cup.jpg,data/raw/seed_formation/20260328_1023_seed_formation_73_cup.jpg
budding,20260328_1054_budding_133_cup.jpg,data/raw/budding/20260328_1054_budding_133_cup.jpg
pre_bloom,20260811_1640_pre_bloom_119_cup.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_119_cup.jpg
vegetative,20260328_1116_vegetative_75_bdown.jpg,data/raw/vegetative/20260328_1116_vegetative_75_bdown.jpg
seed_formation,20260328_1042_seed_formation_121_bdown.jpg,data/raw/seed_formation/20260328_1042_seed_formation_121_bdown.jpg
pre_bloom,20260727_1736_pre_bloom_64_rot60.jpg,data/raw/pre_bloom/20260727_1736_pre_bloom_64_rot60.jpg
budding,20260328_1110_budding_162_cdown.jpg,data/raw/budding/20260328_1110_budding_162_cdown.jpg
seed_formation,20260328_1008_seed_formation_11_sdown.jpg,data/raw/seed_formation/20260328_1008_seed_formation_11_sdown.jpg
wilting,20260819_1717_wilting_27_cup.jpg,data/raw/wilting/20260819_1717_wilting_27_cup.jpg
wilting,20260824_1721_wilting_108_cdown.jpg,data/raw/wilting/20260824_1721_wilting_108_cdown.jpg
vegetative,20260712_0902_vegetative_130_bup.jpg,data/raw/vegetative/20260712_0902_vegetative_130_bup.jpg
full_bloom,20260727_1709_full_bloom_49.jpg,data/raw/full_bloom/20260727_1709_full_bloom_49.jpg
full_bloom,20260715_1556_full_bloom_6_bup.jpg,data/raw/full_bloom/20260715_1556_full_bloom_6_bup.jpg
seed_formation,20260328_1022_seed_formation_61_bup.jpg,data/raw/seed_formation/20260328_1022_seed_formation_61_bup.jpg
full_bloom,20260715_1556_full_bloom_8_rot30.jpg,data/raw/full_bloom/20260715_1556_full_bloom_8_rot30.jpg
pre_bloom,20260328_1003_pre_bloom_2_bup.jpg,data/raw/pre_bloom/20260328_1003_pre_bloom_2_bup.jpg
vegetative,20260328_1046_vegetative_62_rot60.jpg,data/raw/vegetative/20260328_1046_vegetative_62_rot60.jpg
seed_formation,20260328_1008_seed_formation_17.jpg,data/raw/seed_formation/20260328_1008_seed_formation_17.jpg
pre_bloom,20260811_1639_pre_bloom_110_bup.jpg,data/raw/pre_bloom/20260811_1639_pre_bloom_110_bup.jpg
vegetative,20260328_1046_vegetative_63_bdown.jpg,data/raw/vegetative/20260328_1046_vegetative_63_bdown.jpg
full_bloom,20260722_1804_full_bloom_29_bup.jpg,data/raw/full_bloom/20260722_1804_full_bloom_29_bup.jpg
seed_formation,20260328_1020_seed_formation_56_rot45.jpg,data/raw/seed_formation/20260328_1020_seed_formation_56_rot45.jpg
seed_formation,20260328_1020_seed_formation_54_sdown.jpg,data/raw/seed_formation/20260328_1020_seed_formation_54_sdown.jpg
wilting,20260824_1709_wilting_83_rot30.jpg,data/raw/wilting/20260824_1709_wilting_83_rot30.jpg
seed_formation,20260328_1041_seed_formation_119_sdown.jpg,data/raw/seed_formation/20260328_1041_seed_formation_119_sdown.jpg
wilting,20260814_1637_wilting_15_cup.jpg,data/raw/wilting/20260814_1637_wilting_15_cup.jpg
wilting,20260814_1646_wilting_41_cup.jpg,data/raw/wilting/20260814_1646_wilting_41_cup.jpg
full_bloom,20260328_1059_full_bloom_92_rot60.jpg,data/raw/full_bloom/20260328_1059_full_bloom_92_rot60.jpg
vegetative,20260328_1117_vegetative_84_cdown.jpg,data/raw/vegetative/20260328_1117_vegetative_84_cdown.jpg
pre_bloom,20260328_1043_pre_bloom_42_bdown.jpg,data/raw/pre_bloom/20260328_1043_pre_bloom_42_bdown.jpg
pre_bloom,20260328_1043_pre_bloom_36_cdown.jpg,data/raw/pre_bloom/20260328_1043_pre_bloom_36_cdown.jpg
full_bloom,20260722_1803_full_bloom_25_cdown.jpg,data/raw/full_bloom/20260722_1803_full_bloom_25_cdown.jpg
pre_bloom,20260727_1555_pre_bloom_46.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_46.jpg
vegetative,20260328_1117_vegetative_79_rot30.jpg,data/raw/vegetative/20260328_1117_vegetative_79_rot30.jpg
seed_formation,20260727_1732_seed_formation_169_cdown.jpg,data/raw/seed_formation/20260727_1732_seed_formation_169_cdown.jpg
budding,20260328_1122_budding_207_bup.jpg,data/raw/budding/20260328_1122_budding_207_bup.jpg
budding,20260328_1111_budding_177_rot45.jpg,data/raw/budding/20260328_1111_budding_177_rot45.jpg
seed_formation,20260328_1020_seed_formation_57_rot60.jpg,data/raw/seed_formation/20260328_1020_seed_formation_57_rot60.jpg
pre_bloom,20260811_1640_pre_bloom_125_rot60.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_125_rot60.jpg
pre_bloom,20260727_1555_pre_bloom_45_bup.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_45_bup.jpg
budding,20260328_1005_budding_34.jpg,data/raw/budding/20260328_1005_budding_34.jpg
vegetative,20260328_1116_vegetative_73_cdown.jpg,data/raw/vegetative/20260328_1116_vegetative_73_cdown.jpg
full_bloom,flowerin_0000_full_bloom_148_sup.jpg,data/raw/full_bloom/flowerin_0000_full_bloom_148_sup.jpg
pre_bloom,20260727_1555_pre_bloom_43_bup.jpg,data/raw/pre_bloom/20260727_1555_pre_bloom_43_bup.jpg
vegetative,20260712_0902_vegetative_133_bdown.jpg,data/raw/vegetative/20260712_0902_vegetative_133_bdown.jpg
pre_bloom,20260328_1003_pre_bloom_3_rot45.jpg,data/raw/pre_bloom/20260328_1003_pre_bloom_3_rot45.jpg
pre_bloom,20260328_1043_pre_bloom_41_cdown.jpg,data/raw/pre_bloom/20260328_1043_pre_bloom_41_cdown.jpg
full_bloom,20260328_1109_full_bloom_104_bdown.jpg,data/raw/full_bloom/20260328_1109_full_bloom_104_bdown.jpg
full_bloom,20260727_1722_full_bloom_61_cdown.jpg,data/raw/full_bloom/20260727_1722_full_bloom_61_cdown.jpg
vegetative,20260328_1116_vegetative_72_sup.jpg,data/raw/vegetative/20260328_1116_vegetative_72_sup.jpg
wilting,20260814_1636_wilting_16_rot60.jpg,data/raw/wilting/20260814_1636_wilting_16_rot60.jpg
pre_bloom,20260727_1736_pre_bloom_64_cdown.jpg,data/raw/pre_bloom/20260727_1736_pre_bloom_64_cdown.jpg
vegetative,20260328_1037_vegetative_42_rot60.jpg,data/raw/vegetative/20260328_1037_vegetative_42_rot60.jpg
seed_formation,20260727_1715_seed_formation_28_rot45.jpg,data/raw/seed_formation/20260727_1715_seed_formation_28_rot45.jpg
wilting,20260819_1717_wilting_28_cdown.jpg,data/raw/wilting/20260819_1717_wilting_28_cdown.jpg
vegetative,20260712_0902_vegetative_131_rot30.jpg,data/raw/vegetative/20260712_0902_vegetative_131_rot30.jpg
vegetative,20260712_0851_vegetative_111_bdown.jpg,data/raw/vegetative/20260712_0851_vegetative_111_bdown.jpg
pre_bloom,20260328_1003_pre_bloom_4.jpg,data/raw/pre_bloom/20260328_1003_pre_bloom_4.jpg
pre_bloom,20260712_0855_pre_bloom_7_bup.jpg,data/raw/pre_bloom/20260712_0855_pre_bloom_7_bup.jpg
budding,20260328_1005_budding_62_sup.jpg,data/raw/budding/20260328_1005_budding_62_sup.jpg
budding,20260328_1005_budding_13_bup.jpg,data/raw/budding/20260328_1005_budding_13_bup.jpg
seed_formation,seedling_0000_seed_formation_191_rot30.jpg,data/raw/seed_formation/seedling_0000_seed_formation_191_rot30.jpg
vegetative,20260328_1046_vegetative_65_rot30.jpg,data/raw/vegetative/20260328_1046_vegetative_65_rot30.jpg
full_bloom,20260715_1556_full_bloom_9_rot30.jpg,data/raw/full_bloom/20260715_1556_full_bloom_9_rot30.jpg
pre_bloom,20260722_1743_pre_bloom_21_bdown.jpg,data/raw/pre_bloom/20260722_1743_pre_bloom_21_bdown.jpg
budding,20260328_1055_budding_136_sdown.jpg,data/raw/budding/20260328_1055_budding_136_sdown.jpg
vegetative,20260328_1032_vegetative_37_sdown.jpg,data/raw/vegetative/20260328_1032_vegetative_37_sdown.jpg
budding,20260328_1005_budding_67_rot45.jpg,data/raw/budding/20260328_1005_budding_67_rot45.jpg
wilting,20260819_1717_wilting_30_sup.jpg,data/raw/wilting/20260819_1717_wilting_30_sup.jpg
vegetative,20260712_0838_vegetative_103_cdown.jpg,data/raw/vegetative/20260712_0838_vegetative_103_cdown.jpg
vegetative,20260804_1655_vegetative_154_bdown.jpg,data/raw/vegetative/20260804_1655_vegetative_154_bdown.jpg
seed_formation,20260328_1020_seed_formation_45_rot60.jpg,data/raw/seed_formation/20260328_1020_seed_formation_45_rot60.jpg
seed_formation,20260328_1008_seed_formation_8.jpg,data/raw/seed_formation/20260328_1008_seed_formation_8.jpg
budding,20260328_1122_budding_214_rot60.jpg,data/raw/budding/20260328_1122_budding_214_rot60.jpg
full_bloom,20260328_1052_full_bloom_71_cdown.jpg,data/raw/full_bloom/20260328_1052_full_bloom_71_cdown.jpg
pre_bloom,20260811_1640_pre_bloom_115_cup.jpg,data/raw/pre_bloom/20260811_1640_pre_bloom_115_cup.jpg
pre_bloom,20260727_1556_pre_bloom_48_cdown.jpg,data/raw/pre_bloom/20260727_1556_pre_bloom_48_cdown.jpg
wilting,20260824_1709_wilting_85_bdown.jpg,data/raw/wilting/20260824_1709_wilting_85_bdown.jpg
pre_bloom,20260731_1656_pre_bloom_79_bup.jpg,data/raw/pre_bloom/20260731_1656_pre_bloom_79_bup.jpg
